ID,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Code,Skill,Category,Subcategory,Overall description,Guidance notes,Level 1 description,Level 2 description,Level 3 description,Level 4 description,Level 5 description,Level 6 description,Level 7 description
88,,,3,4,5,,,SCMG,Service catalogue management,Delivery and operation,Service management,Providing a source of consistent information about available services and products to customers and users.,"Activities may include — but are not limited to:

publishing and maintaining information about available services
tracking the list of available services as new services are introduced and  current services are amended or retired
making the catalogue useful and easy to use
customising the information published according to the needs of specific audiences — such as for users — for customers, for service providers
supporting discussion of standard and non-standard service offerings
enabling automation of service requests and service fulfilment where appropriate.

The information documented in the service catalogue includes — but is not limited to — service names and descriptions, features, value propositions, costs, service support levels and availability.",,,"Collates information needed to populate the service catalogue. 
Edits and maintains service and product descriptions and keeps the list of available services up to date. 
Acts as a contact point, receiving and handling routine updates to the service catalogue. 
Identifies opportunities to improve service catalogue management processes.","Contributes to the design and implementation of a service catalogue.
Enables automation of service requests and order fulfilment. 
Provides advice and guidance on the information to be included in the service catalogue. 
Contributes to reviews and improvement of the catalogue and of service catalogue management processes.","Manages the creation and maintenance of a catalogue of services. 
Ensures that the service catalogue is complete and current. Works with service owners to ensure consistency and accuracy of the service catalogue entries. 
Completes regular reviews of the catalogue with stakeholders to ensure relevance to business needs and requirements. 
Manages the service catalogue management processes.",,
89,,,,4,5,6,,AVMT,Availability management,Delivery and operation,Service management,Ensuring that services deliver agreed levels of availability to meet the current and future needs of the business.,"Activities may include — but are not limited to:

defining and agreeing availability targets
disaster recovery planning
ensuring services can collect data required to measure availability
monitoring, analysing and reporting on service availability
implementing availability management practices to support cloud-based services
maintaining and improving the availability of services
controlling and managing service availability to deliver agreed levels of availability in a cost-effective manner.
",,,,"Analyses service and component availability, reliability, maintainability and serviceability. 
Contributes to the availability management process and its operation. Performs defined availability management tasks. 
Ensures that services and components meet and continue to meet all of their agreed performance targets and service levels. 
Implements arrangements for disaster recovery and documents recovery procedures. Conducts testing of recovery procedures.","Provides advice and guidance on the planning, design and improvement of service and component availability. 
Investigates all breaches of availability targets and service non-availability and initiates remedial activities. 
Develops plans for disaster recovery together with supporting processes. 
Manages the testing of disaster recovery plans.","Sets policy and develops strategies, plans and processes to ensure services deliver agreed levels of availability. 
Develops and implements new availability tools and techniques.",
90,,,,4,5,6,,CPMG,Capacity management,Delivery and operation,Service management,Ensuring that service components have the capacity and performance to meet current and planned business needs.,"Service components include — but are not limited to — hardware, software, network resources and software/infrastructure as a service.
Activities may include — but are not limited to:

planning, design and management of the capability, performance, functionality and sustainability of service components to meet business needs
modelling long-term changes and short-term variations in the level of capacity required to execute the service
implementing capacity management practices to support cloud-based services
deployment of techniques to control the demand and add/reduce capacity in a cost-effective, timely manner to meet changes in demand.
",,,,"Monitors service component capacity and initiates actions to resolve any shortfalls according to agreed procedures. 
Applies techniques to control the demand upon a particular resource or service. 
Contributes to capacity modelling and planning. 
Supports the design of service component capacity.","Manages capacity modelling and forecasting activities. 
Proactively reviews information in conjunction with service level agreements to identify any capacity issues and specifies any required changes. Provides advice to support the design of service components, including designing in flexible and scalable capacity. 
Works with business representatives to agree and implement short- and medium-term modifications to capacity. 
Drafts and maintains standards and procedures for service component capacity management. Ensures the correct implementation of standards and procedures.","Leads the development and implementation of policy and strategies for capacity and performance management to meet business needs. 
Leads capacity modelling and forecasting over the organisation’s planning or budgeting cycle. 
Ensures that the policies and standards for capacity management are fit for purpose, current and correctly implemented. 
Reviews new business proposals and provides specialist advice on capacity issues.",
91,,2,3,4,5,,,USUP,Incident management,Delivery and operation,Service management,"Coordinating responses to incident reports, minimising negative impacts and restoring service as quickly as possible.","Activities may include — but are not limited to:

designing and implementing different processes and procedures for different categories of incidents including — but not limited to — major incidents, information or cybersecurity incidents, complex incidents, low impact incidents
establishing incident response teams or security incident response teams
routing requests for help to appropriate functions for resolution
monitoring resolution activity
informing users, customers and key stakeholders of progress towards service restoration.

Incidents can impact many areas — such as but not limited to — business operations, information security, IT systems, services, employees, customers, or other vital business functions. 
Different roles/groups may be needed to diagnose and resolve incidents — such as — users, subject matter experts, service desk, support teams, suppliers, partners. Although they play a part in the incident management process, they do not necessarily need incident management skills.",,"Follows agreed procedures to identify, register and categorise incidents. 
Gathers information to enable incident resolution and allocates incidents as appropriate.","Provides first line investigation and gathers information to enable incident resolution and allocate incidents.
Advises relevant persons of actions taken.","Ensures that incidents are handled according to agreed procedures. 
Prioritises and diagnoses incidents. Investigates causes of incidents and seeks resolution. Escalates unresolved incidents. 
Facilitates recovery, following resolution of incidents. Documents and closes resolved incidents. 
Contributes to testing and improving incident management procedures.","Develops, maintains and tests incident management procedures in agreement with service owners.
Investigates escalated, non-routine and high-impact incidents to responsible service owners and seeks resolution. 
Facilitates recovery, following resolution of incidents. Ensures that resolved incidents are properly documented and closed. 
Analyses causes of incidents, and informs service owners to minimise probability of recurrence, and contributes to service improvement. Analyses metrics and reports on the performance of the incident management process.",,
92,,,3,4,5,,,PBMG,Problem management,Delivery and operation,Service management,Managing the life cycle of all problems that have occurred or could occur in delivering a service.,"The primary objectives of problem management are to:

proactively prevent problems and resulting incidents from happening
reactively resolve problems that have already happened
eliminate recurring incidents
minimise the impact of incidents that cannot be prevented.

Activities may include — but are not limited to:

detecting and logging problems
classifying and prioritising problems
initiating actions to resolve problems
investigating and diagnosing problems
implementing remedies to prevent future incidents
reporting on problems.
",,,"Investigates problems in systems, processes and services. 
Assists with the implementation of agreed remedies and preventative measures.","Initiates and monitors actions to investigate and resolve problems in systems, processes and services.
Determines problem fixes and remedies. 
Collaborates with others to implement agreed remedies and preventative measures.
Supports analysis of patterns and trends to improve problem management processes.","Ensures that appropriate action is taken to anticipate, investigate and resolve problems in systems and services. 
Ensures that such problems are fully documented within the relevant reporting systems. 
Enables development of problem solutions. Coordinates the implementation of agreed remedies and preventative measures.
Analyses patterns and trends and improves problem management processes.",,
93,,2,3,4,5,6,,CHMG,Change control,Delivery and operation,Service management,"Assessing risks associated with proposed changes and ensuring changes to products, services or systems are controlled and coordinated.","Change control is applied to anything that impacts live products, services or systems. This typically includes — applications, infrastructure, documentation, processes, configuration items, suppliers.
Activities may include — but are not limited to:

managing the lifecycle of change requests — registering, assessing, authorising, planning, deploying
assessing risks and reducing risks to the availability, performance, security and compliance of the products and services impacted by the change
developing processes for standard, normal or emergency changes
developing methods and tools to automate change control processes to enable continuous integration.
",,"Applies tools, techniques and processes to administer, track, log, report on change requests. 
Applies change control procedures for standard, low-risk changes.","Develops, documents and implements changes based on requests for change. 
Applies change control procedures. 
Applies tools, techniques and processes to manage and report on change requests.","Assesses, analyses, develops, documents and implements changes based on requests for change. 
Ensures that operational processes are in place for effective change control. 
Develops, configures and maintains tools to manage and report on the lifecycle of change requests.  
Identifies problems and issues and recommend corrective actions.","Leads the assessment, analysis, development, documentation and implementation of changes.
Develops implementation plans for complex requests for change. 
Reviews proposed implementations and evaluates the risks to the integrity of the product and service environment. Ensures appropriate change approval is applied to changes. 
Reviews the effectiveness of change implementation.  Identifies, evaluates and manages the adoption of appropriate tools, techniques and processes for change control.","Sets the organisation's policy for the management of change in live services and test environments.
Ensures effective control and treatment of risk. 
Leads the development of new methods and tools for change control. 
Measures and monitors adherence to standards and ensures consistent execution of the process across the organisation.",
94,,2,3,4,5,6,,ASMG,Asset management,Delivery and operation,Service management,"Managing the full life cycle of assets from acquisition, operation, maintenance to disposal.","Assets to be managed include components such as — but not limited to — hardware, software, data, networking, cloud services, devices, intellectual property, licences and agreements, warranties.
The full life cycle includes acquisition, storage, distribution, movement and disposal of assets.
Asset management requires knowledge of financial, legal and technical processes, tools and techniques.
Activities may include — but are not limited to:

providing information and advice to optimise value, control costs, manage risks, support decision-making and meet regulatory or contractual requirements
providing advice on asset management includes areas such as — but not limited to — the maintenance of hardware assets, licensing of software, protection of intellectual property, and legal obligations
using international standards for asset management
integrating with security, change, and configuration management
resolving issues and risks with unauthorised assets such as — but not limited to — unlicensed copies of software, cloud services, devices.
",,"Uses agreed procedures to create and maintain an accurate register of assets. 
Performs activities related to the administration of assets. 
Produces routine reports to assist asset management activities and decision-making.","Applies tools, techniques and processes to create and maintain an accurate asset register. 
Produces reports and analysis to support asset management activities and aid decision-making.","Controls assets in one or more significant areas ensuring that administration of full life cycle of assets is carried out. 
Produces and analyses registers and histories of authorised assets and verifies that all these assets are in a known state and location. 
Acts to highlight and resolve potential instances of unauthorised assets.","Manages and maintains the service compliance of  IT and service assets in line with business and regulatory requirements. 
Identifies, assesses and communicates associated risks. 
Ensures asset controllers, infrastructure teams and the business co-ordinate and optimise value, maintain control and maintain appropriate legal compliance.","Sets the strategy for asset management across the organisation. 
Communicates the policy, governance, scope, and roles involved in asset management. 
Promotes awareness of and commitment to the role of asset management in the continuing economic and effective provision of services. Provides information and advice on complex asset management issues.
Initiates impact assessment arising from decisions to obtain, change or continue the possession or use of an asset, system or service.",
95,,,,4,5,6,,SEAC,Service acceptance,Delivery and operation,Service management,Managing the process to obtain formal confirmation that service acceptance criteria have been met.,"Service acceptance criteria are used to ensure that a service meets the defined service requirements, including functionality, operational support, performance, safety, security and quality requirements. Acceptance criteria include both utility/functional and  warranty/non-functional tests.
Activities may include — but are not limited to:

engaging with a variety of stakeholders and delivery life-cycle activities such as — but not limited to — external service providers, technical design, software development and project management
implementing service acceptance practices to support iterative/agile working
ensuring the service provider is ready to operate the new service when it has been deployed.


",,,,"Engages with delivery teams to confirm that products developed meet the service acceptance criteria and are to the required standard. 
Provides input into change control processes.","Engages with delivery teams to ensure correct products are produced in a timely fashion. 
Evaluates the quality of project outputs against agreed service acceptance criteria.","Develops the organisation's approach for service acceptance, owns the transition process and defines the acceptance criteria for service transitions.
Promotes and monitors project quality outputs to ensure they are fit for purpose and fit for use within operational services. 
Actively engages with stakeholders to promote awareness and compliance with service transition quality plans and processes. 
Agrees the service acceptance criteria with delivery teams.",
96,1,2,3,4,5,6,,SCAD,Security operations,Delivery and operation,Security services,"Delivering management, technical and administrative services to implement security controls and security management strategies.","Activities may include — but are not limited to:

providing advice and guidance on the implementation of security controls
defining and reviewing access rights and privileges
authorising and monitoring of access to IT facilities or infrastructure
investigating unauthorised access
routine vulnerability assessments
monitoring violations of security policies
ensuring compliance with relevant legislation
monitoring and analysing relevant logs, alerts and events
responding to incidents submitted via tickets or phone
implementing standard security operating procedures
maintaining security records and documentation
administering cryptographic and certificate management activities.
",Performs simple security administration tasks. Maintains relevant records and documentation.,"Receives and responds to routine requests for security support. Maintains records and advises relevant persons of actions taken. 
Assists in the investigation and resolution of issues relating to access controls and security systems. 
Documents incident and event information and produces incident, exception, and management reports.","Investigates minor security breaches in accordance with established procedures. 
Assists users in defining their access rights and privileges. Performs non-standard operational security tasks.
Resolves security events and operational security issues.","Maintains operational security processes and checks that all requests for support are dealt with according to agreed procedures. 
Provides advice on defining access rights and the application and operation of elementary physical, procedural and technical security controls.
Investigates security breaches in accordance with established procedures and recommends required actions. Provides support and checks that corrective actions are implemented.","Monitors the application and compliance of security operations procedures. 
Reviews actual or potential security breaches and vulnerabilities and ensures that they are promptly and thoroughly investigated. Recommends actions and appropriate control improvements. 
Ensures that security records are accurate and complete and that requests for support are dealt with according to agreed procedures. 
Contributes to the creation and maintenance of policy, standards, procedures and documentation for security.","Develops policies, standards, processes, guidelines for ensuring the physical and electronic security of automated systems. 
Ensures that the policy and standards for security operations are fit for purpose, current and are correctly implemented. 
Reviews new business proposals and provides specialist advice on security issues and implications.",
97,,2,3,4,5,,,VUAS,Vulnerability assessment,Delivery and operation,Security services,"Identifying and classifying security vulnerabilities in networks, systems and applications and mitigating or eliminating their impact.","Activities may include — but are not limited to:

cataloguing and classifying information and technology resources (assets and capabilities) to support vulnerability assessment
assigning quantifiable value, rank order and importance to information and technology resources
identifying and analysing the vulnerabilities of each resource — manually or using automated tools and information sources
prioritising, scoring and ranking the risk associated with vulnerabilities
business impact assessment
mitigating or eliminating the vulnerabilities.

Vulnerability assessment tools include web application scanners, protocol scanners and network scanners.",,"Undertakes low-complexity routine vulnerability assessments using automated and semi-automated tools. 
Escalates issues where appropriate.
Contributes to documenting the scope and evaluating the results of vulnerability assessments.","Follows standard approaches to performs basic vulnerability assessments for small information systems. 
Supports creation of  catalogues of information and technology assets for vulnerability assessment.","Collates and analyses catalogues of information and technology assets for vulnerability assessment. 
Performs vulnerability assessments and business impact analysis for medium complexity information systems. 
Contributes to selection and deployment of vulnerability assessment tools and techniques.","Plans and manages vulnerability assessment activities within the organisation.
Evaluates and selects, reviews vulnerability assessment tools and techniques.
Provides expert advice and guidance to support the adoption of agreed approaches.
Obtains and acts on vulnerability information and conducts security risk assessments, business impact analysis and accreditation on complex information systems.",,
98,,,3,4,5,6,,DGFS,Digital forensics,Delivery and operation,Security services,Recovering and investigating material found in digital devices.,"Activities may include — but are not limited to:

collecting, processing, preserving and analysing material
presenting forensic evidence based on the totality of findings.

The scope of digital forensics includes finding evidence on computers and any device capable of storing digital data. The evidence may be used in support of security vulnerability mitigation, criminal, fraud, counterintelligence, or law enforcement investigations.",,,"Supports digital forensic investigations by applying standard tools and techniques to investigate devices.  
Recovers damaged, deleted or hidden data from devices. 
Maintains integrity of records and collects information and evidence in a legally admissible way.","Designs and executes complex digital forensic investigations on devices. 
Specifies requirements for resources and tools to perform investigations. 
Processes and analyses evidence in line with policy, standards and guidelines and supports the production of forensics findings and reports.","Conducts investigations to correctly gather, analyse and present findings, including digital evidence, to both business and legal audiences.
Collates conclusions and recommendations and presents forensics findings to stakeholders.
Plans and manages digital forensics activities within the organisation. Provides expert advice on digital forensics.
Contributes to the development of digital forensics policies, standards and guidelines. Evaluates and selects digital forensics tools and techniques.","Plans and leads the organisation’s approach to digital forensics.
Sets policies, standards and guidelines for how the organisation conducts digital forensic investigations.
Leads and manages high risk, large or wide-ranging digital forensics investigations engaging additional specialists if required.
Authorises the release of formal forensics reports.",
99,,,3,4,5,6,,PENT,Penetration testing,Delivery and operation,Security services,Testing the effectiveness of security controls by emulating the tools and techniques of likely attackers.,"Penetration testing may be a stand-alone activity or an aspect of acceptance testing prior to an approval to operate.
Activities include — but are not limited to:

ethical hacking — using the same tools and techniques as an adversary to safely exploit security weaknesses
demonstrating how an adversary can subvert security goals or achieve specific adversarial objectives
evaluating the effectiveness of current/planned  defences or mitigation controls
assuring the security of networks, systems, and applications
identifying insights into the business risks of various vulnerabilities
testing network, infrastructure, web and mobile applications  for weaknesses
checking patch levels and configurations
social engineering.
",,,"Follows standard approaches to design and execute penetration testing activities.
Researches and investigates attack techniques and recommend ways to defend against them. 
Analyses and reports on penetration testing activities, results, issues and risks.","Selects appropriate testing approach using in-depth technical analysis of risks and typical vulnerabilities. 
Produces test scripts, materials and test packs and tests new and existing networks, systems or applications. Provides advice on penetration testing to support others.
Records and analyses actions and results and modifies tests if necessary. 
Provides reports on progress, anomalies, risks and issues associated with the overall project.","Plans and drives penetration testing within a defined area of business activity. 
Delivers objective insights into the existence of vulnerabilities, the effectiveness of defences and mitigating controls. 
Takes responsibility for the integrity of testing activities and coordinates the execution of these activities. Provides authoritative advice and guidance on all aspects of penetration testing. 
Identifies needs and implements new approaches for penetration testing. Contributes to security testing standards.","Determines penetration testing policy, and owns the supporting processes. 
Manages all penetration testing activities within the organisation. Assesses and advises on the practicality of testing process alternatives. 
Establishes capability for continual improvement and invention in penetration testing and leads the implementation of new approaches. 
Assesses suppliers' development and testing capabilities. Manages client relationships with respect to penetration testing.",
100,,,,4,5,6,,PEMT,Performance management,People and skills,People management,Improving organisational performance by developing the performance of individuals and workgroups to meet agreed objectives with measurable results.,"The term workgroup is used to be inclusive of different organisational structures. A workgroup is a collection of people working together on interdependent tasks to achieve shared objectives. This includes — but is not limited to — permanent/business-as-usual teams, cross-functional teams, squads or workgroups formed to deliver a specific outcome.
Activities may include — but are not limited to:

setting workgroup objectives aligned to organisational drivers
supporting individual growth to achieve objectives
forming effective teams
developing effective working relations within the workgroup
developing effective working relations with other workgroups, partners and individuals who they collaborate with to achieve workgroup objectives.
",,,,"Provides operational direction, support and guidance to assigned colleagues. 
Allocates routine tasks or project work, in  line with team objectives and individual capabilities. Monitors quality and performance against agreed criteria to make learning recommendations or to escalate concerns. 
Coaches colleagues in developing target skills and capabilities in line with team and personal goals.  
Facilitates effective working relationships between team members.","Forms, maintains and leads workgroups and individuals to achieve organisational objectives. 
Determines and delegates objectives and task responsibilities to individuals or teams — including people management responsibilities as appropriate. Sets the quality, performance and capability targets in line with organisational goals. Monitors performance and working relationships and provides effective feedback to address individual issues. 
Encourages individual development of skills and capabilities in line with team and personal goals. Facilitates the development of individuals by adjusting workload, targets, and team capacity. 
Plays an active role in formal organisational processes such recruitment, reward, promotion and disciplinary procedures.","Determines and delegates people management and functional management objectives and responsibilities. 
Creates and sets the direction for multiple workgroups to achieve strategic organisational objectives. Sets strategy for quality and performance measurement in line with organisational goals. 
Provides a work environment and resources that allow individuals and workgroups to perform their tasks efficiently. 
Leads the implementation of formal organisational processes such as recruitment, reward, promotion and disciplinary procedures.",
101,,,,4,5,6,,EEXP,Employee experience,People and skills,People management,"Enhancing employee engagement and ways of working, empowering employees and supporting their health and wellbeing.","Activities may include — but are not limited to:

providing opportunities for personal growth and learning
providing sufficient personal freedom to decide how to achieve work objectives, with support available when needed
supporting different views, working styles and behaviours within the work environment
providing a safe and secure working environment with the resources needed to do the job
providing transparent communications and building trust in leadership
providing a holistic approach in support of mental and physical well being.

Note that the term employee is not limited to specific terms of employment. Depending on the employer it may include temporary and contract staff as well as salaried employees.",,,,"Supports assigned co-workers in areas of uncertainty, such  as, organisational contacts, communication channels, processes, job expectations and manager relations.","Implements working practices that motivate employees and support their health and wellbeing. 
Provides guidance to individuals on long-term development goals and career opportunities, considering an individual's strengths and preferences. 
Communicates business direction, policy and purpose where these may drive or affect employee engagement. Ensures clear communication of delegated tasks and provides sufficient autonomy to motivate and empower individuals.
Maintains awareness of the physical and emotional welfare of employees, and provides counselling when required.","Leads on the implementation of organisational strategies for employee engagement.
Ensures that managers provide a productive working environment that motivates employees and supports their health and wellbeing. 
Initiates productive working practices for remote, virtual and onsite working and ensures the availability of support for employees. 
Communicates and promotes policies for employee health and wellbeing.",
102,,,,4,5,6,,OFCL,Organisational facilitation,People and skills,People management,Supporting workgroups to implement principles and practices for effective teamwork across organisational boundaries and professional specialisms.,"Activities may include — but are not limited to:

developing and implementing team principles and practices for decision-making, prioritisation, problem-solving
helping teams adopt new/contemporary working practices and behaviours including — but not limited to — specific agile methodologies, processes, tools and ceremonies
helping teams plan and prioritise their workload based on their capacity and track record of working
removing barriers or impediments to teams achieving their mission and objectives
providing guidance and suggestions to support team members in adopting self-management and cross-functional working
reviewing team effectiveness — identifying what went well, what could be improved, and what might be added or removed from their working practices.

Workgroups may be focused on project, product or process management or may be focused on specific problems or deliverables.
Workshop facilitation tools and techniques form part of applying this skill — but are not sufficient. This skill describes a broader set of responsibilities.",,,,"Facilitates a series of group activities or workshops in situations of complexity and ambiguity and competing stakeholder needs.
Designs a structured sequence of meetings, events or workshops to solve complex problems.
Understands required outcomes and outputs from teams and facilitates the team to deliver these.
Helps to improve team processes and performance in meetings, events or workshops.","Facilitates workgroups to deliver defined goals and outcomes. 
Provides support, guidance and suggestions to workgroups and teams to learn collaborative problem solving and improve their team performance.  Creates shared responsibilities and sustainable agreements with the team.
Implements and improves agreed team principles, practices, processes & ceremonies.
Recognises and works with the strengths and constraints of team dynamics.","Facilitates cross-functional leadership teams to deliver organisational goals and outcomes.
Designs repeatable, systematic or ad hoc team processes for decision-making, prioritisation, and problem-solving at the highest level. Guides leadership teams in developing shared responsibilities and making decisions that enable sustainable agreements.
Asks questions and raises awareness of leadership team performance. Provides suggestions to encourage teams to learn and improve how they work together.
Champions the development of self-organising workgroups across the organisation.",
103,,,,4,5,6,,PDSV,Professional development,People and skills,People management,Facilitating the professional development of individuals in line with their career goals and organisational requirements.,"Activities may include — but are not limited to:

negotiating, reviewing, monitoring and validating each individual's professional development plans
providing professional development advice and support for individuals
identifying appropriate learning and development or career-enhancing activities
liaising with internal and external providers of learning and development
adopting a suitable framework for skills, knowledge and competencies such as SFIA
adopting or defining professional career pathways
creating accreditation and qualification approaches or adopting industry frameworks
evaluating the benefits of continual professional development activities.
",,,,"Assists practitioners with creating personal development plans. 
Advises on suitable development activities such as specific learning or experience to be gained. 
Monitors practitioners’ continuing professional development records. 
Ensures achievements and enhanced capabilities are recorded and referenced to personal and organisational objectives.","Determines development needs for a professional practice area. 
Aligns development activities with organisational priorities, learning and development strategies and career pathways. 
Assists practitioners with the creation of development plans. Advises and supports assigned practitioners, ensuring alignment with professional development plans  and career opportunities. 
Ensures that practitioners record evidence of continuing professional development. May contribute to practitioners' performance appraisals.","Develops and defines a professional development framework for one or more professional disciplines. 
Determines and maintains organisational development needs in line with business needs and strategic direction. Generates development strategies to achieve required change. 
Develops and leads communities of practice, including defining career pathways. 
Defines the approach to identifying suitable individuals to provide career advice and support.  Monitors progress and evaluates business benefits achieved from continual professional development.",
104,,,,4,5,6,,WFPL,Workforce planning,People and skills,People management,Estimating the demand for people and skills and planning the supply needed to meet that demand.,"Activities may include — but are not limited to:

assessing the current state of the workforce
identifying the workforce required for current and future activities 
adopting or developing a skills and capabilities framework
developing plans to close gaps between current state and future state using actions such as — but not limited to — external recruitment, internal development, re-skilling, sourcing external partners, organisational design, outplacement 
influencing organisational policies and practices to align recruitment, learning, promotion and recognition and reward to support the development of an inclusive and diverse workforce 
ensuring compliance with relevant statutory or external regulations and codes of practice.
",,,,"Gathers, maintains and analyses workforce capability data. 
Performs gap analysis to identify workforce strengths and shortfalls with reference to business strategy and specific future needs. 
Contributes to the development of workforce plans to meet current and future demand. 
Coordinates and schedules ongoing workforce planning activities. Assists in maintaining a skills and capability inventory.","Leads the development of workforce plans to ensure the availability of appropriately skilled resources to meet organisational objectives and commitments.
Contributes to the development of the workforce planning approach. Oversees and reviews the implementation of workforce plans. 
Develops current-state assessment of workforce skills, capabilities and potential. Forecasts future workforce demand for skills based on business plans and external factors. 
Maintains a skills and capability inventory and identifies options for closing gaps.","Defines the workforce planning approach for a significant part of the organisation in line with strategic business goals.
Communicates the workforce planning approach and obtains organisational commitment. Selects frameworks to be used for the organisation's skills and capability inventory. 
Interprets business strategy to direct workforce demand forecasting (skills and numbers) for the organisation. Monitors the external environment in relation to supply and emerging trends. 
Influences people management policies and practices to align with workforce plans. Integrates with resourcing strategies and plans. Monitors execution of workforce plans.",
105,,,3,4,5,6,,RESC,Resourcing,People and skills,People management,"Acquiring, deploying and onboarding resources.","Resources include — but are not limited to — salaried employees, temporary staff, consultants and contractors. Resourcing may be undertaken for departments, teams, projects, or individual roles.
Activities may include — but are not limited to:

recruiting, selecting, deploying, onboarding and transitioning resources
assessing candidates using methods such as — but not limited to — interviews, assessment centres, CV/resume review, tests, exercises
ensuring compliance with relevant statutory or external regulations and codes of good practice
measuring the effectiveness of resourcing approaches using methods such as — but not limited to — retention analysis, media and supplier assessment, customer satisfaction and validation of selection methods.
",,,"Supports managers and teams in resourcing and recruitment activities. 
Uses recommended tools for planning, scheduling and tracking resourcing activity. 
Provides guidance on resource management and recruitment software, procedures, processes, tools and techniques.","Facilitates and supports the execution of resourcing activities in collaboration with managers and teams.
Analyses resource requests to determine tasks, skills and effort required. Creates and communicates open positions internally and externally. Conducts interviews and assessments using a planned format and structure.
Implements internal resource allocation matching skills to tasks. Contributes to transitioning of resources, complying with relevant statutory or external regulations and codes of practice.","Plans and manages the acquisition and deployment of resources to meet specific needs and ongoing demand.
Defines and manages the implementation of resourcing processes and tools. Advises on available options and customises resourcing approach to meet requirements. Adheres to standards, statutory or external regulations and codes of practice and ensures compliance. 
Engages with external parties in support of resourcing plans.
Measures effectiveness of resourcing processes and implements improvements.","Defines the resourcing approach for a significant part of the organisation in line with workforce plans and strategic business goals.
Communicates the resourcing approach and obtains organisational commitment. Advises on standards, statutory or external regulations and codes of practice and ensures compliance.
Maintains a strong external network and supplier framework to support sourcing and acquiring resources.
Leads the development of plans and budget to ensure that the organisation has appropriately skilled resources to meet organisational objectives and commitments. Reviews the ongoing success and effectiveness of resource management processes.",
106,,,3,4,5,6,7,ETMG,Learning and development management,People and skills,Skills management,"Delivering management, advisory and administrative services to support the development of knowledge, skills and competencies.","Activities may include — but are not limited to:

developing the full range of professional, business or technical capabilities required by the organisation
developing learning and development strategies and policies
identifying appropriate learning and development solutions, accreditations and qualifications
selecting, tailoring and adopting skills and competency frameworks
selecting and operating learning management systems
administering, documenting, tracking, reporting on learning and development activities.

",,,Contributes to the maintenance of training records and the catalogue of learning and development resources.,"Contributes to the development and maintenance of a catalogue of learning and development resources. 
Uses data to analyse and evaluate the effectiveness of learning/educational activities. 
Books and organises learning events. 
Updates and controls training records, including attainment of certificates and accreditations.","Manages the provision of learning and development, ensuring optimum use of resources. 
Maintains, publicises and promotes a catalogue of learning and development activities. Ensures that courses are up to date and accredited (when required). 
Arranges facilities and schedules with learning and development providers as appropriate. 
Uses data to assess and improve the effectiveness of learning or educational activities.","Determines the learning and development programme and delivery mechanisms needed to grow staff skills in line with business needs.
Identifies appropriate accreditation and qualification paths applicable to individuals within the organisation.
Evaluates learning outcomes. 
Manages the development and provision of all learning, taking account of the strategic aims of the employing organisation.","Directs the development and implementation of a learning and development strategy for the organisation aligned to business needs. 
Leads the provision of learning and development expertise, guidance and systems needed to execute strategic and operational plans. 
Secures organisational resources to execute the learning and development strategy. 
Identifies opportunities for strategic relationships with suppliers and partners."
107,,,3,4,5,,,TMCR,Learning design and development,People and skills,Skills management,"Designing and developing resources to transfer knowledge, develop skills and change behaviours.","Includes instructional design, content development, configuration and testing of learning environments, and use of appropriate current technologies such as audio, video, simulation and assessment.
Scope includes learning and development activities for the workplace, for all levels of education and blended models such as apprenticeships and work placements.
Activities may include — but are not limited to:

specifying, designing, creating, packaging and maintaining materials and resources
assimilating information from existing sources
selecting and presenting material in a form suitable to the intended purpose and audience
securing third-party accreditation
creating simulated data, replicating external systems, interfaces and assessment systems for simulated learning environments.
",,,"Designs, creates, customises and maintains learning materials and resources to deliver agreed outcomes, and meet accreditation requirements when appropriate. 
Contributes to the design, configuration and testing of learning environments.","Specifies the content and structure of learning and development materials. 
Takes responsibility for design, creation, packaging and maintenance and manages development to deliver agreed outcomes. 
Where required, designs, configures and tests learning environments. 
Secures external accreditations as appropriate.","Specifies solutions for use in learning and development programs in the workplace or in compulsory, further or higher education.
Commissions the development of learning materials, allocates resources to learning teams, defines learning outcomes. 
Leads learning programs, recommends and specifies learning interventions for design, development and deployment according to agreed learning outcomes.",,
